no,displayUserNick,rateContent,rateDate,package,quality,price,service,logistics,other,sentiment
140,蓝***e,包装很精美，买了5盒送亲戚的，客服很耐心，点赞,2/6/2015 9:29,1,0,0,1,0,0,0
141,刘***2,是正品吗，品不出味道？ 盒身上下都找不到生产日期喷码，是否已过期，不清楚！,2/5/2015 21:12,0,0,0,0,0,1,1
142,你***蜜,送人的 不过看着挺不错 很小巧 送的女老师 客服小雨很热情哈 么么哒,2/5/2015 19:56,1,0,0,1,0,0,0
143,购***2,包装不错，不知道茶怎样,2/5/2015 17:42,1,0,0,0,0,0,0
144,z***m,生产日期新鲜，口感甘甜清香，包装精美，发货迅速,2/5/2015 11:48,1,1,0,1,0,0,0
145,心***人,送人了，给好评。,2/4/2015 21:34,0,0,0,0,0,0,1
146,a***0,不错,2/4/2015 18:13,0,0,0,0,0,0,0
147,m***5,看起来不怎么样,2/4/2015 16:00,0,0,0,0,0,0,1
148,游***1,买来送人的，还可以的哦！买了6盒，有面子，包装没破损,2/4/2015 15:58,1,0,0,0,0,0,0
149,对***1,不错，细节方面卖家做的很贴心,2/4/2015 9:46,0,0,0,1,0,0,0
150,汪***y,货品收到了，挺好的,2/4/2015 9:04,0,0,0,0,0,0,1
151,薇***i,包装严实，外观还可以，还没试过不知口感如何。,2/3/2015 20:58,1,0,0,0,0,0,0
152,q***6,挺好,2/3/2015 20:31,0,0,0,0,0,0,0
153,飞***1,非常不错 包装上档次 送礼有面子,2/3/2015 14:14,1,0,0,0,0,0,0
154,1***y,好评,2/3/2015 11:34,0,0,0,0,0,0,0
155,陈***6,包装精美，送礼实惠。,2/3/2015 10:04,1,0,1,0,0,0,0
156,离***3,茶叶不错的   包装很大气上档次,2/3/2015 9:49,0,1,0,0,0,0,0
157,华***盟,很不错，好茶叶,2/2/2015 22:41,0,1,0,0,0,0,0
158,w***6,茶叶包装精美，几乎没有碎叶，清香怡人，我是不懂茶的，买了送给懂得朋友说质量很好超值呢，发货物流也很快，绝对好评,2/2/2015 22:40,1,1,0,1,0,0,0
159,l***y,包装可以 还没品尝,2/2/2015 20:01,1,0,0,0,0,0,0
160,w***2,,2/12/2015 17:03,0,0,0,0,0,0,0
161,蓝***e,包装很好，物流很给力，客服也不错 已经很多次购买了 赞,2/12/2015 14:47,1,0,0,1,1,0,0
162,h***2,一直以来都是在该店购买茶叶，该款是第一次购买，虽然还没有品尝，相信其质量，好评，品尝后再追评 服务好，唯一不足的就是普通快递太慢，建议贵店一律包邮发顺丰，相信对贵店的生意业绩会更加提升哦！,2/12/2015 14:28,0,0,0,0,1,1,1
163,z***y,店家东西不错，经常开光顾。,2/12/2015 13:21,0,1,0,0,0,0,0
164,网***军,看着很大气，不错,2/10/2015 20:35,0,0,0,0,0,1,0
165,自***娘,往年送长辈都送酒，今年想送点更健康的礼品，网上货比三家，选到了这家，发货包装很到位结实，礼品包装看着也很舒服，很清新。赶到年底，顺丰快递，2天就到了。总之各方面都很满意。,2/9/2015 18:30,1,0,0,0,1,0,0
166,啥***买,第二次买了，还不错。,2/9/2015 15:45,0,0,0,0,0,0,0
167,t***3,品相一般般，根本不像卖家描述的二级品，茶叶碎片片，茶梗至少有1/3，不耐冲泡。整体碎地都不好意想招待亲朋好友，唯有自己好好&ldquo;享受&rdquo;了。,2/9/2015 10:44,0,1,0,0,0,1,1
168,古***巴,信得过的品牌,2/8/2015 23:20,0,0,0,0,0,1,0
169,十***缇,很好,2/8/2015 20:51,0,0,0,0,0,0,0
170,o***3,挺好的，发货速度很快！,2/8/2015 19:40,0,0,0,1,0,0,0
171,潜***室,很满意，物流也很快,2/8/2015 14:36,0,0,0,0,1,0,0
172,g***4,包装送人不错，茶叶品质很一般,2/8/2015 9:03,1,1,0,0,0,0,1
173,王***建,味道很好，包装很不错。值得买。愉快的购物。,2/8/2015 8:40,1,1,0,0,0,0,0
174,陈***4,送人的，看上去有档次！口味怎样不知道！应该不错！,2/7/2015 22:17,0,0,0,0,0,1,1
175,l***5,包装很精致意外惊喜，送礼有面子，生产日期新鲜，非常不错的一次购物，赞赞赞赞！！！！！！,2/7/2015 19:44,1,0,0,0,0,1,0
176,d***5,很不错！,2/7/2015 13:49,0,0,0,0,0,0,0
177,阿***a,茶叶包装不错，还送了手提袋，送礼很有档次，值得购买。味道就不知道了反正是送人，希望喝起来也不错哦！,2/6/2015 18:18,1,0,0,0,0,1,0
178,小***士,货已收到，外包装上档次送礼首选，茶叶色香味俱全，给个赞,2/6/2015 11:26,1,1,0,0,0,0,0
179,月***6,不错，,2/6/2015 10:08,0,0,0,0,0,0,0
180,k***5,第二次购买卢正浩的茶了，挺不错的。,6/13/2015 16:26,0,0,0,0,0,1,0
181,z***6,宝贝买了送给我爸的，刚好在我爸生日那天送到的，很开心~老爸说味道挺不错的，包装也很好，赞一个&hellip;,6/1/2015 21:25,1,1,0,0,0,0,0
182,y***f,茶叶看上去包装还行，还没拆包使用，等着以后喝喝看再说~~,5/25/2015 16:56,1,0,0,0,0,0,0
183,t***e,高端大气上档次，物流超快，谢谢店主的赠品,5/23/2015 22:52,1,0,0,0,1,1,0
184,5***y,东西收到了，外包装不错，送人可以,5/16/2015 20:40,1,0,0,0,0,0,0
185,d***9,评价同上,5/13/2015 13:46,0,0,0,0,0,0,0
186,q***7,还行,5/10/2015 12:07,0,0,0,0,0,0,0
187,惠***乐,一般般！,4/27/2015 18:43,0,0,0,0,0,0,1
188,桃***子,因为要的多，而且很着急，客服还特意备注发的顺丰，真的很快，第二天就到了，不可思议，很好,4/27/2015 9:05,0,0,0,1,1,0,0
189,j***1,好,4/22/2015 11:33,0,0,0,0,0,0,0
190,卡***吧,茶叶是认真品尝过来评价的，很新鲜，味甘甜，包装很精美，还送了夹子和外包装袋，很有档次，自己留一包送人一包，很不错。5分好评,4/20/2015 19:27,1,1,0,0,0,1,0
191,我***l,茶叶很好，包装也没有，很喜欢,4/15/2015 20:57,1,1,0,0,0,0,0
192,诚***道,已经不是第一次够买了，最纯正的龙井专卖！浓厚，清香，唇齿留香！礼盒送人，简易包自己喝！之前在其它店也买过，只能说这家店是我今后还会来的的店！,4/15/2015 19:22,1,1,0,0,0,1,0
193,g***9,包装比较上档次，还带着手提袋，物流很快，整体很满意,3/5/2015 13:54,1,0,0,0,1,1,0
194,j***n,第N次购买了，老客户，继续好评，支持卢正浩,3/3/2015 7:51,0,0,0,0,0,0,0
195,l***u,很满意送人拿得出手,2/28/2015 13:24,0,0,0,0,0,0,0
196,v***7,老顾客了，很给力，服务，商品都是没得说。,2/20/2015 13:44,0,1,0,1,0,0,0
197,t***2,送别人的，看包装不错哦！,2/16/2015 23:18,1,0,0,0,0,0,0
198,j***6,应该不错。,2/15/2015 23:32,0,0,0,0,0,0,0
199,r***r,好 好,2/12/2015 18:27,0,0,0,0,0,0,0
200,3***j,店家包装的特好，盒子一点都没有损坏！下次送礼还来你家买哦！,6/15/2015 17:12,1,0,0,0,0,0,0
201,欧***屋,第二次买了,6/15/2015 16:47,0,0,0,0,0,0,0
202,y***1,还不错,6/15/2015 16:04,0,0,0,0,0,0,0
203,m***8,很好，价格实惠，老板很好，物流给力，下次还会光顾。,6/15/2015 14:53,0,0,1,0,1,0,0
204,回***2,包装很好，茶只有尝了才知道喔,6/15/2015 14:14,1,0,0,0,0,0,0
205,m***5,超级细心的卖家！包装好极了！发货也快，满意！,6/15/2015 13:51,1,0,0,1,0,0,0
206,0***0,不错,6/15/2015 13:04,0,0,0,0,0,0,0
207,1***6,都已经是至尊VIP了。茶叶好的没话说，送客户也很高大上,6/15/2015 13:01,0,1,0,0,0,0,0
208,c***g,茶叶不错，性价比很高，包装也很好。,6/15/2015 11:57,1,1,1,0,0,0,0
209,z***0,还不错 看着还蛮上档次的 没喝不知道怎么样，好的话以后再来,6/15/2015 11:47,1,0,0,0,0,0,0
210,彼***雨,很不错的茶叶~物流发货也炒鸡快，非常满意，五星好评,6/15/2015 11:04,0,0,0,1,0,0,0
211,w***9,买过来送人的，具体不知道具体茶叶怎么样...包装不错...,6/15/2015 10:51,1,0,0,0,0,0,0
212,l***6,包装挺好，价格实惠。,6/15/2015 9:38,1,0,1,0,0,0,0
213,m***9,商品很好，包装也很好，就是由于自己疏忽，没看清它有多大，回来发现是鞋盒那么大，有点小了。其他都很完美。 服务非常好，一级棒，顺丰物流很给力，周六发货，周日就到了，感谢客服！,6/15/2015 9:30,1,1,0,1,1,1,1
214,z***8,发货很快,6/14/2015 22:18,0,0,0,1,0,0,0
215,z***1,一如既往的好，今天收到货就泡了一杯，物超所值,6/14/2015 22:10,0,1,1,0,0,0,0
216,g***1,包装很精美，口感也不错。条索紧致，碎的少,6/14/2015 17:19,1,0,1,0,0,0,0
217,万***峰,生产日期新鲜，口感甘甜清香，包装精美，是新茶,6/14/2015 14:45,0,1,0,0,0,1,0
218,小***鬼,你好到货很快服务态度也很好茶叶虽还没吃但我觉得很满意以后还会买,6/14/2015 12:20,0,0,0,1,0,0,0
219,欧***屋,喜欢,6/14/2015 9:48,0,0,0,0,0,0,0
220,虎***2,老客户了。好评,6/16/2015 13:26,0,0,0,0,0,0,0
221,t***l,第二次购买！包装也特别上档次！虽然还没有开始品尝！就第一次购买的白茶做参考就能肯定这次也没买错！,6/16/2015 13:01,1,0,0,0,0,0,0
222,s***k,挺好的茶叶。,6/16/2015 12:46,0,1,0,0,0,0,0
223,s***k,还不错，挺好的茶叶。,6/16/2015 12:45,0,1,0,0,0,0,0
224,a***1,非常好，物美价廉,6/16/2015 12:39,0,0,1,0,0,0,0
225,h***y,很好，物有所值！包装精美。 发货快。,6/16/2015 12:03,0,0,0,0,0,0,0
226,w***0,茶叶收到了，老板发货很快，服务态度很热情，包装的严实，自己买来送人的，下次就你家了,6/16/2015 11:21,1,0,0,1,0,0,0
227,田***7,老顾客了，这次买了礼盒装准备送朋友！ 好 。,6/16/2015 10:04,1,0,0,0,0,0,0
228,炼***0,不错很好！,6/16/2015 10:02,0,0,0,0,0,0,0
229,6***n,非常满意的一次网购，茶叶包装不错，还送了手提袋，送人还是蛮显档次的，下次会再来买的,6/16/2015 9:44,0,1,0,0,0,1,0
230,6***n,非常满意的一次网购，茶叶包装不错，还送了手提袋，送人还是蛮显档次的，下次会再来买的,6/16/2015 9:43,0,1,0,0,0,1,0
231,夏***虎,茶的味道很好，就是有点茶梗。实惠！ 服务很好,6/16/2015 9:20,0,1,1,0,0,0,1
232,骑***星,不错的茶叶，口感很好,6/16/2015 8:29,0,1,0,0,0,0,0
233,z***n,还好,6/16/2015 0:35,0,0,0,0,0,0,0
234,隆***邦,很香,6/15/2015 21:45,0,1,0,0,0,0,0
235,d***a,包装不错，而且给茶外包装叶都包裹了气泡，保证了外包装的完好无损。还有手提袋。送人的，希望能物有所值，会继续关注你家店的。就是第一次买，没送夹子也没送小礼物哟。,6/15/2015 21:38,1,0,0,0,0,1,1
236,圆***福,,6/15/2015 20:58,0,0,0,0,0,0,0
237,t***o,买来送礼的，包装很好,6/15/2015 20:57,1,0,0,0,0,0,0
238,蔚***语,包装很好，送人不错！活动价比较划算！,6/15/2015 19:52,1,0,1,0,0,0,0
239,h***4,,6/15/2015 17:17,0,0,0,0,0,0,0
240,r***a,包装很好，发货物流速度也很快，还没拆开准备送人，相信品质应该不错 店家服务态度很好，很热情解答我的问题,6/17/2015 15:37,1,1,0,1,0,0,0
241,深***3,试喝了两天才来评价的   是正品   很正宗  闻起来很香  回甘明显   客服态度很好 耐心推荐了很多款   还会来这家店买的  非常满意,6/17/2015 15:27,0,1,0,1,0,0,0
242,行***4,送爸爸的，看包装不错，还未品尝,6/17/2015 14:06,1,0,0,0,0,0,0
243,幽***1,外观还可以，喝了之后再来追评味道如何,6/17/2015 11:01,1,0,0,0,0,0,0
244,l***a,赞,6/17/2015 9:31,0,0,0,0,0,0,0
245,l***8,发货和物流超快，茶叶包装很好，上档次，还送了礼品袋，送人和自用都行，茶叶质量好，甘甜,6/17/2015 8:08,1,1,0,1,1,1,0
246,龙***0,收到 就泡了壶 感觉还行 值这个价,6/16/2015 23:49,0,0,1,0,0,0,0
247,s***h,茶很好，包装也不错,6/16/2015 22:28,1,1,0,0,0,0,0
248,罗***0,茶挺香的，叶片颜色也很好，口感还不错，价格合适，挺划算的！五分！,6/16/2015 22:04,0,1,1,0,0,0,0
249,t***4,一直在这家买茶叶，很喜欢。不错值得购买。,6/16/2015 20:41,0,0,0,0,0,0,0
250,y***6,喝了一杯   就那样没什么特别  习惯好评,6/16/2015 20:08,0,1,0,0,0,0,1
251,天***心,还行。,6/16/2015 19:40,0,0,0,0,0,0,0
252,向***轩,收到货了，就是包装有点不大气，太小了，口感怎么样不知道，送人的，总觉得太小气了。,6/16/2015 17:33,1,1,0,0,0,0,1
253,不***6,五分好评。,6/16/2015 17:17,0,0,0,0,0,0,0
254,l***1,没喝！送人的,6/16/2015 15:53,0,0,0,0,0,0,1
255,d***s,好评！,6/16/2015 15:25,0,0,0,0,0,0,0
256,g***3,大品牌，值得信赖，赞一个,6/16/2015 15:09,0,0,0,0,0,1,0
257,惜***字,可惜等不到618，一直在你家买 喜欢,6/16/2015 15:03,0,0,1,0,0,0,1
258,呼***0,先给五分吧。包装的确非常好，如果是送人真的非常棒。可惜是自己吃，有点浪费了。还没品尝，等品尝之后再来评价。希望不要让我失望哦。 自助服务,6/16/2015 14:49,1,0,0,0,0,0,0
259,刘***红,一直都喝这家的茶叶 好,6/16/2015 14:14,0,0,0,0,0,0,0
260,泡***6,帮同学买的、很满意,6/20/2015 5:40,0,0,0,0,0,0,0
261,j***8,宝贝收到 还没品尝先给好评,6/19/2015 23:19,0,0,0,0,0,0,1
262,吉***鹏,一般般，一分钱一分货！便宜没好货，好货不便宜,6/19/2015 22:08,0,1,1,0,0,0,1
263,r***7,手提袋也不给，夹子也没有,6/19/2015 20:51,0,0,0,0,0,1,0
264,l***6,可以,6/19/2015 18:36,0,0,0,0,0,0,0
265,s***n,包装不错，茶还没有用，品后再说 很好,6/19/2015 17:55,1,0,0,0,0,0,0
266,n***0,包装很用心，盒子也非常精致！不开口就知道是好茶！,6/19/2015 16:45,1,0,0,0,0,0,0
267,n***h,颜色、味道都不错，已光顾两次了。,6/19/2015 12:46,0,1,0,0,0,0,0
268,y***x,一次买了两份，感觉新鲜，口味不错 ，以后还会关注的 ，5分。,6/19/2015 10:03,0,1,0,0,0,0,0
269,渤***t,看着还行，包装袋太深了颜色不好看。没喝，打算送人的。,6/19/2015 5:59,1,0,0,0,0,0,1
270,拔***猪,包装好！美达达！,6/19/2015 5:53,1,0,0,0,0,0,0
271,j***2,看上去还不错，给爸爸买的,6/18/2015 22:13,0,0,0,0,0,1,0
272,y***e,不错。,6/18/2015 20:38,0,0,0,0,0,0,0
273,王***4,挺好的,6/18/2015 18:42,0,0,0,0,0,0,0
274,m***5,送货挺及时的，味道比较典型的龙井，包装比较实在，总体还行，150克的包装，送人还是可以的,6/18/2015 15:28,1,1,0,1,0,0,0
275,l***1,茶很好   全五星啊,6/18/2015 10:43,0,1,0,0,0,0,0
276,苏***梦,不错的茶,6/18/2015 7:40,0,1,0,0,0,0,0
277,转***人,香气差了点,6/17/2015 22:00,0,1,0,0,0,0,1
278,t***9,不多说，全五分好评哦(⊙o⊙)哦！,6/17/2015 21:06,0,0,0,0,0,0,0
279,l***3,非常好,6/17/2015 19:49,0,0,0,0,0,0,0
280,t***3,很好,6/24/2015 13:39,0,0,0,0,0,0,0
281,c***4,多次购买本店商品了，茶叶几乎没有碎叶，清香怡人，包装精美，还带着手提袋，很满意。 服务好,6/24/2015 11:20,1,1,0,0,0,1,0
282,姜***9,茶叶非常好，看过去很高档，还没喝，感觉不错，应该比较清香！ 客服也很不错哦,6/24/2015 10:48,0,1,0,1,0,1,0
283,萧***我,好喝,6/24/2015 10:42,0,1,0,0,0,0,0
284,n***y,"东西不错可以买  \b味道不错 大品牌可以信赖,买是放心,",6/23/2015 22:57,0,1,0,0,0,1,0
285,青***店,第二次购买卢正浩的茶了，味道很正，包装精美很有档次，第一天购买，第二天就到了，快递非常迅速。,6/23/2015 10:45,1,1,0,0,1,0,0
286,y***2,性价比超级高，灰常大气上档次,6/22/2015 23:20,0,0,1,0,0,1,0
287,z***i,端午节买来送礼的，包装很好,6/22/2015 22:29,1,0,0,0,0,0,0
288,孑***e,好评,6/22/2015 20:33,0,0,0,0,0,0,0
289,龙***伟,很好，质量不错,6/22/2015 19:04,0,1,0,0,0,0,0
290,h***6,包装考究总体不错,6/22/2015 18:50,1,0,0,0,0,0,0
291,思***综,挺好的,6/22/2015 14:11,0,0,0,0,0,0,0
292,w***3,很好很好！,6/22/2015 13:52,0,0,0,0,0,0,0
293,g***2,一如既往的好啊！,6/22/2015 11:54,0,0,0,0,0,0,0
294,金***缆,很好喝，耐泡非常好的茶叶，物超所值。,6/22/2015 11:17,0,1,1,0,0,0,0
295,简***2,茶礼盒很不错，很喜欢，礼盒是送给姨夫的，他很喜欢，自己又下单买了些简易包装的在办公室喝，以后茶叶就在你家选购了。,6/22/2015 8:09,0,0,0,0,0,1,0
296,潇***6,外出刚回来，确认晚了，东西不错，已经买N次了。卢正浩的龙井还是很正宗的，味道很好。,6/21/2015 9:56,0,0,0,0,0,1,0
297,8***歌,爸爸说茶叶看起来不错，包装很精致,6/20/2015 16:33,1,0,0,0,0,1,0
298,苦***闲,味道口感还是不错的.这个价位来看.还是很划算了.包装还很不错.值了值了. 默默拍下....,6/20/2015 16:27,1,1,1,0,0,0,0
299,c***4,超级合适，非常好，单位同事都喝这家，刚买完就想买，就没有这么大的优惠了，后悔没多买点了，快递也给力，老满意了,6/20/2015 14:38,0,0,1,0,1,0,0
300,u***u,不错，外包装好看，送人的，需要还会来。,8/1/2015 20:21,1,0,0,0,0,0,0
301,z***8,一直买卢正浩茶叶，还不错的,7/29/2015 14:08,0,0,0,0,0,1,0
302,不***愁,包装上档次，送朋友的，感觉不错。,7/21/2015 18:06,1,0,0,0,0,0,0
303,阿***苏,好评,7/19/2015 18:30,1,0,0,0,0,0,0
304,淘***君,还不错，就是比想象中的小很多，还没喝不知道茶怎么样，希望好吧,7/9/2015 16:53,0,0,0,0,0,1,1
305,l***o,好喝，也不贵,7/4/2015 11:51,0,1,1,0,0,0,0
306,t***3,送人啦,7/3/2015 23:38,0,0,0,0,0,0,1
307,b***u,味道还可以，对的起这款这个价格了，毕竟不是特级的,7/3/2015 20:20,0,1,1,0,0,0,0
308,l***3,好！,7/1/2015 9:18,0,0,0,0,0,0,0
309,妞***4,没喝,6/30/2015 9:52,0,0,0,0,0,0,1
310,赵***2,不敢恭维,6/29/2015 18:20,0,0,0,0,0,0,1
311,酒***2,给爸爸买的～没在身边～具体等了解后再来追评～先好评吧！！,6/28/2015 19:52,0,0,0,0,0,0,1
312,秋***4,茶叶还行，但办事效率不行,6/28/2015 15:44,0,1,0,1,0,0,1
313,w***5,整体感觉不错，包装挺好，性价比较高 服务挺好,6/26/2015 21:51,1,0,1,1,0,0,0
314,v***2,还不错，没喝，希望能好喝,6/26/2015 19:44,0,0,0,0,0,0,1
315,z***b,给爸爸买的，爸爸说包装很精美，茶还没喝 ，应该是不错的！总之爸爸很开心！,6/25/2015 21:15,1,0,0,0,0,0,0
316,情***宇,好,6/25/2015 13:47,0,0,0,0,0,0,0
317,l***0,茶叶还不错,6/25/2015 11:05,0,1,0,0,0,0,0
318,h***i,还是挺不错的.往年送长辈都送酒，今年想送点更健康的礼品，网上货比三家，选到了这家，发货包装很到位结实，礼品包装看着也很舒服，很清新。赶到年底，顺丰快递，2天就到了。总之各方面都很满意,6/24/2015 20:55,1,0,0,0,1,0,0
319,倾***果,好,6/24/2015 14:20,0,0,0,0,0,0,0
320,萌***歪,,9/23/2015 12:58,0,0,0,1,0,0,0
321,j***x,发货快，客服耐心服务好。,9/23/2015 10:24,0,0,0,0,0,0,0
322,m***3,非常好,9/23/2015 10:19,0,0,0,0,0,0,0
323,l***酱,包装高大上！送礼佳品！快递非常给力！,9/22/2015 22:17,1,0,0,0,1,0,0
324,t***7,还不错,9/22/2015 19:55,0,0,0,0,0,0,0
325,蓝***彩,包装精美，节日送礼佳品。,9/22/2015 18:12,1,0,0,0,0,0,0
326,楼***娅,很好,9/20/2015 14:31,0,0,0,0,0,0,0
327,楼***娅,很好,9/20/2015 14:31,0,0,0,0,0,0,0
328,楼***娅,很好,9/20/2015 14:30,0,0,0,0,0,0,0
329,z***v,宝贝不错，包装也很精致，第二次购买了。满意！,9/19/2015 12:26,1,1,0,0,0,0,0
330,千***心,买了很多次了～～依旧很好,9/18/2015 19:35,0,0,0,0,0,0,0
331,挚***颜,送老丈人的，,9/18/2015 14:33,0,0,0,0,0,0,1
332,z***7,好 好,9/13/2015 10:58,0,0,0,0,0,0,0
333,l***y,好,9/8/2015 11:29,0,0,0,0,0,0,0
334,t***素,发货很快，客服很好 客服很好,9/8/2015 8:41,0,0,0,1,0,0,0
335,c***4,第二次买了，味道都一如既往的好，一开始卖家落发货了，沟通后补发速度超快，很有信誉，愉快的解决了。赞一个,9/7/2015 6:07,0,1,0,1,0,1,0
336,乐***8,老客户了，支持。,9/6/2015 16:07,0,0,0,0,0,0,0
337,秦***月,因为是买给爸爸的，我也没喝，还有就是买的品种多，爸爸也没有全部打开尝，以后再来评价吧！,9/6/2015 13:52,0,0,0,0,0,0,1
338,a***r,快递包装不错，客服服务也好，还没有拆开品尝，之后再追评～,9/3/2015 18:12,1,0,0,1,0,0,0
339,马***琴,发货快，是个有诚意的卖家，交易几年了！,9/1/2015 17:21,0,0,0,1,0,0,0
340,大***琳,非常好的茶叶，包装精美，物流也快，喝完还会买，好评,9/27/2015 20:51,1,1,0,1,0,0,0
341,轮***s,不是自己喝的，暂时还不知道= =,9/27/2015 19:32,0,0,0,0,0,0,1
342,天***韵,宝贝不错，很好，很好喝,9/27/2015 10:53,0,1,0,0,0,0,0
343,d***3,不是一次在该店买茶叶了，每次茶叶质量都是很不错的，就质量、色泽还是口感都是很好的，物有所值。送人还是自己喝都很合适。 服务态度热情周到，挺满意。,9/26/2015 23:07,0,1,0,1,0,0,0
344,1***a,非常好,9/26/2015 19:06,0,0,0,0,0,0,0
345,m***w,没看到，应该不错,9/26/2015 5:46,0,0,0,0,0,0,1
346,s***x,送人的包装好,9/26/2015 4:57,1,0,0,0,0,0,0
347,z***木,送人的，沒品嚐，包装很好，給予好評。,9/25/2015 21:49,1,0,0,0,0,0,0
348,n***6,给老丈人买的 包装很不错！挺好的！,9/25/2015 17:52,1,0,0,0,0,0,0
349,t***u,不错,9/25/2015 12:01,0,0,0,0,0,0,0
350,t***u,不错,9/25/2015 12:01,0,0,0,0,0,0,0
351,我***边,第n次买了，好评！！！,9/25/2015 11:39,0,0,0,0,0,0,0
352,乐***店,东西看着不错，就是买了三件什么也没有送。,9/24/2015 21:53,0,0,0,0,0,1,1
353,k***y,送人的，包装挺好,9/24/2015 19:44,1,0,0,0,0,0,0
354,q***u,比起之前的特级来差了些，盒子小。还行吧。毕竟价格在那。,9/24/2015 11:35,1,0,1,0,0,0,1
355,l***9,还是很不错的茶叶，会继续购买的。,9/24/2015 8:55,0,1,0,0,0,0,0
356,l***7,包装还可以,9/23/2015 22:59,1,0,0,0,0,0,0
357,c***9,一下子买了两个礼盒，物流快！给好评！卖家服务态度好,9/23/2015 18:27,0,0,0,1,1,0,0
358,猪***2,第二次购买，包装好发货快，不错需要时再来！,9/23/2015 17:12,1,0,0,1,0,0,0
359,泽***花,包装很正，还开封，希望是一次不错的购物,9/23/2015 14:27,1,0,0,0,0,0,0
360,l***y,好,11/17/2015 22:58,0,0,0,0,0,0,0
361,l***y,好,11/17/2015 22:57,0,0,0,0,0,0,0
362,精***虎,货物包装很用心，也很正规，一看就是大品牌的风范，茶叶味道好，很喜欢，以后买茶就上这家了。客服小虎和小卢服务热情周到，回复及时，非常满意。,11/4/2015 11:01,1,1,0,1,0,0,0
363,灵***点,不太禁泡，没以前的好，那个还便宜点。,11/3/2015 14:15,0,0,1,0,0,1,1
364,r***8,老顾客了，打开后清香味，包装个性，赠送的杯子也好，味道纯正，确认是新茶，就是有些茶梗，比较满意，希望以后常做些促销活动，喝完还会光顾卢正浩茶叶！,10/18/2015 23:08,1,1,1,0,0,1,1
365,小***丫,一如既往的好,10/18/2015 22:21,0,0,0,0,0,0,0
366,y***6,还没喝，等喝了再来评价,10/15/2015 13:42,0,0,0,0,0,0,1
367,囡***0,卖家听说要急用，很快就发货，很是感谢，回来时是要送人的，但是感觉那个纸袋子太小了，不大气，一样多改进！！！,10/13/2015 23:08,0,0,0,1,0,1,1
368,祢***1,早收到货了，一直也没用，所以也没有评价，还没打开，用了再追加吧！,10/10/2015 23:17,0,0,0,0,0,0,1
369,d***3,不太懂查，给老人买的，看着包装不错,10/7/2015 16:54,0,0,0,0,0,0,0
370,r***3,不错,10/6/2015 11:21,1,0,0,0,0,0,0
371,l***y,不错不错，拿到岳父家送人看着不错。,10/5/2015 15:12,0,0,0,0,0,0,0
372,w***0,很满意！,10/2/2015 16:45,0,0,0,0,0,0,0
373,阎***武,泡了喝了，味道还不错，下次还买,10/2/2015 10:47,0,1,0,0,0,0,0
374,l***1,包装很认真，还贴着封，送人的，不知道口味如何。,10/1/2015 16:30,1,0,0,0,0,0,0
375,t***5,买了送人，包装不错!茶怎样未知，冲着老牌买的，应该也不错。,9/30/2015 8:46,1,0,0,0,0,1,0
376,独***情,味道很香很纯正,9/28/2015 23:25,0,1,0,0,0,0,0
377,申***增,不错，还会光顾,9/28/2015 22:45,0,0,0,0,0,0,0
378,小***口,物流，样式不错，味道还没尝,9/28/2015 2:52,0,0,0,0,1,1,0
379,p***y,质量很好，送人很大方，赞！,9/27/2015 22:08,0,1,0,0,0,0,0
380,g***0,东西非常好，客服小卢、小虎十分负责，下次还会来,1/23/2016 10:13,0,1,0,1,0,0,0
381,蒋***2,茶叶包装很好，感谢卖家送的年历,1/22/2016 11:30,1,0,0,0,0,1,0
382,b***s,茶还算行吧！不是太耐泡。,1/21/2016 22:29,0,1,0,0,0,1,1
383,姜***至,还没打开看,1/16/2016 18:58,0,0,0,0,0,0,1
384,晴***8,宝贝很好，客服也很棒，谢谢白琳、旗灵和小卢的热情服务，还会再来的。,1/15/2016 15:22,0,1,0,1,0,0,0
385,亿***帜,第二次购买，真心不错！,1/14/2016 19:36,0,0,0,0,0,0,0
386,琳***0,包装很好，还没喝，等喝了就知道了。,1/10/2016 20:58,1,0,0,0,0,0,0
387,j***i,包装精美，茶叶不是太理想,1/3/2016 9:49,1,1,0,0,0,0,1
388,z***5,包装很好，看着大气，好评。,12/28/2015 13:32,1,0,0,0,0,0,0
389,o***8,質量OK,12/17/2015 0:30,0,1,0,0,0,0,0
390,七***姐,非常好喝了，包装好，送礼有挡次，还会再来的。,11/30/2015 19:24,1,1,0,0,0,0,0
391,l***e,虽然有一盒包装有破损，联系卖家，及时做了更换，还是5分,11/29/2015 21:52,1,0,0,1,0,0,1
392,幸***9,之前买的铁盒装的准备送人，上面被刀刻掉了几个字，太难看了换了这种，客服还拍照让我看态度很好，因为耽误了我送朋友的时间，换成顺丰发货这点挺好的,11/25/2015 17:35,1,0,0,1,1,0,1
393,y***n,东西很好，忘记开发票，老板二话没说直接开好邮寄过来,11/25/2015 14:45,0,0,0,0,0,1,0
394,a***3,送给领导了，便宜有面子，双十一优惠大，弄的我平时都没有购买欲望了。,11/22/2015 20:06,0,0,1,0,0,0,0
395,精***虎,第二次购买了，包装，物流，赠品都很给力，茶也还是一如既往的棒，非常落单 服务很贴心，态度超好，小虎不错，上次在小卢那买的，服务也超好,11/21/2015 19:50,1,1,0,1,1,0,0
396,z***5,还好,11/20/2015 12:23,0,0,0,0,0,0,0
