	sentiment	rateContent
9631	0	味道还可以，新茶有些清涩
9632	0	不错哈还有筷子，茶叶也好，
9633	0	忘了确认收货，非常好，满意
9634	0	老客户一如既往白灵服务很周到。
9635	0	一直喝卢正浩的茶
9636	0	还是十分不错的茶叶，下次还来！
9637	1	开包一看就是陈茶！性价比不高！
9638	0	龙井一直卢正浩的口感很好
9639	0	买了很多次，不错！
9640	1	感觉味道稍淡些
9641	0	相信卢正浩品牌，值得拥有
9642	0	好评，老客户了，一直喝这款茶叶，赶上双十一多买点，便宜。好喝。
9643	0	很好，信任卢正浩。
9644	0	茶礼盒很不错，很喜欢，礼盒是送给姨夫的，他很喜欢，自己又下单买了些简易包装的在办公室喝，以后茶叶就在你家选购了。
9645	0	今天刚收到就打开来试试，喝起来还不错，香香的。只是茶叶有一些碎碎的，自己喝的话不影响。总体还是不错的！
9646	0	雨前茶，不错的。
9647	0	味道挺不错。
9648	0	发货速度快，包装完好，传统包装特喜欢，今年的新茶，香，好喝，满意 好
9649	0	不错，口感好，赞一个
9650	0	蛮快，但夹子没给齐
9651	0	很正，帮公司购买
9652	0	很好，买茶叶首选店
9653	0	老客户啦
9654	0	对得起价格
9655	0	一直买这家,正宗
9656	0	东东不错，味道还可以，春茶存放到现在。今年到春天再买。
9657	0	非常好！
9658	0	新茶！很香！
9659	0	茶叶好喝，五星好评。
9660	0	画斛黄花寒更好，很好很好
9661	0	挺好喝的，是新茶，不错，喜欢
9662	0	满意
9663	0	喝了好多年的卢正浩了，很好
9664	0	一如既往的好，谁买谁喝谁知道
9665	0	卢家的西湖龙井，鲜爽纯香。打开包装即可闻到干茶香。比市面上的同等茶好很多，作为口粮茶是非常适合的，完全值得推荐，第二泡汤色也挺好，味道是我喜欢的。 不错
9666	0	一如既往好评，物超所值！
9667	0	老顾客了，一如既往的好，大力推荐！
9668	0	茶叶不错，小茶人小梅的服务太棒了，非常愉快的一次购物 小茶人小梅的服务太棒了
9669	0	茶叶是新茶，味道虽然不能和价格高的茶相比，但非常对得起70多元的价格了。满意
9670	0	一如既往喜欢，自然而然好评。
9671	0	好。
9672	0	没看包装就被抢了。
9673	0	味道很好。
9674	0	宝贝和描述相符，店家发货快，服务好。
9675	0	好
9676	0	包装有点儿简单，还没喝，之后来评价
9677	0	不错！
9678	0	宝贝味道香醇，口感好，爸爸说是好茶，非常满意。
9679	0	好！
9680	0	OK
9681	0	新茶！好味道！开心！
9682	0	东西很好，茶叶新鲜
9683	0	宝贝质量非常好，是正品，味道非常的棒，十分的清香，快递也是非常的给力，非常满意的一次购物，强烈建议亲们购买！
9684	0	挺好喝的，很香，买了好多次了
9685	1	如果我说这个茶的确很一般，也许会有很多人说我挑剔，但是说实话，没泡水的时候闻起来还可以，有豆香。泡上水就没再感觉出豆香，具体什么原因无从知晓。一百块买这么多。可能是我期望太高了。
9686	0	不错，与上次买的味道一样，值。
9687	0	不错的茶叶，打开很清香~包装也不错，拿着送送朋友亲戚也蛮好的~
9688	0	是新茶，不错，口感好，味正，价低！
9689	0	包装很好 还送个了杯子 没拆开呢 应该会不错的茶叶。
9690	0	好
9691	0	物流快，包装完整，茶叶叶片完好，少碎末，口感不错，味道清新，好评！ 好
9692	0	买给爸爸的他超级满意，首先说味道正，包装好，价格还便宜，爸爸喝了两次了说很好的茶叶，卖家人很好，当天就发货了！下次还来～给卖家一个赞
9693	1	我是听朋友推荐的这家店，东西很不错，包装精美，茶叶的味道也是非常棒，虽然比其他的茶叶小贵一些，但是品质要好很多。
9694	0	茶收到了，爸妈说不错
9695	0	很好~坐等新茶
9696	0	满意
9697	0	好评！中间发生了一点小周折，卖家很快协助解决，靠得住。茶叶包装好，足称，茶香清新自然，茶色茶味都不错，口感还可以。
9698	1	没喝呢
9699	0	发货真快，物流给力，服务周到，味道真好！
9700	0	很好的茶叶，口感好，汤色好看，5星。
9701	0	满意
9702	0	好
9703	0	不错
9704	0	好
9705	0	还不错，包装比较细致，送的杯子看起来可以，物流速度可以，等家人喝过后再来补充评价吧
9706	0	不错，谢谢礼物
9707	0	不错 味道 香 浓
9708	1	茶叶一般。
9709	1	有一点失望，不如上一次的。
9710	0	好好好，泡了后再评价
9711	0	发货神速，东西正品，下次还会再来
9712	0	好
9713	0	收到，已经第二次购买了，名家的就是不一样，必须好评
9714	0	很划算，礼盒大气，送人正好，喜庆，好评
9715	0	好
9716	0	不错。家里的茶叶都是在这里买了，还会继续光顾的！
9717	0	茶叶很好   有点小碎   但是这个价格还是比较值得的    挺赞的  老爸挺喜欢
9718	0	还是很不错的茶叶，会继续购买的。
9719	1	发货很快 就是让我郁闷的就是一开团就购买 没法付款 没进入前一百 那是郁闷 相当的郁闷 送人的 不知对方有个评价 希望能有不错口感吧
9720	0	质量不错，比超市强
9721	0	多次购买了
9722	1	以前买的都是3级的口感感觉有点发淡，这次我买的是一级的口感还不错。买了多次也没给试用包
9723	0	我一直喝这个品牌
9724	0	己经买了几次了，不错！
9725	0	超不错的宝贝，刚刚尝了，味道还不错一下！店家还有赠品。真是贴心哈！宝贝的都是最新的，带图啦，大家可以借鉴一下，真的很不错！
9726	0	都喝了几天了，还不错。赞一个！！！
9727	1	味很香，首先肯定的是新茶。唯一不足的地方就是有点碎。总体还算满意
9728	0	官方正品，值得信赖，以后喝茶就认准卢正浩啦！
9729	1	看着大包、实际很小、
9730	0	茶叶颜色很好，泡起来挺清口的。
9731	0	真是白菜价，自己喝的，这个档次性价比高，味道浓，耐泡
9732	0	第一次买，感觉不错的，送的茶也挺好，会做生意
9733	0	不错，蛮划算的，性价比很高。
9734	0	茶叶不错，物流也快。
9735	0	不错的品质，物超所值
9736	0	n次购买的商家商品，虽近年关，还是及时送达，当然好评!
9737	0	物流挺快的，不过还没有偿，店家的服务态度也很好，物流也挺快的，还没有偿。给推荐了很多款，到时候看看还可以的话继续光顾哦。
9738	0	一直喝他家的茶
9739	0	包装精美，茶香馥郁，香气袭人，五星好评！
9740	0	前一百名送了个茶杯，吼吼，全五分。
9741	0	还不错哟，速度也很快 6666666666666
9742	0	外出评价晚了不好意思。老顾客了茶还是一样的好 好
9743	0	好！味道很好，泡了三次了，味道还有淡淡清香！！
9744	1	一般般，有点碎，和三级差不多，有点小贵。赠品杯子太一般了，连茶滤都没有，有点失望！
9745	0	ok
9746	0	和以往一样，还不错 服务也不错
9747	0	东西已收到，第二次买了.茶叶包装的很严密，一直喝的是卢正浩的茶，茶汤清灿，香味浓厚，好评
9748	1	真的不怎么样，一般吧，比我想象中的西湖龙井要差远了
9749	0	还行，一直喝他家的茶，比较信赖
9750	0	茶叶一般般。也就值这个价格。
9751	0	老顾客了 物有所值
9752	0	包装很精美，买了5盒送亲戚的，客服很耐心，点赞
9753	0	非常非常好
9754	1	茶叶有些碎，不知道是不是转运途中弄的，茶汤明亮，味道还行
9755	0	蛮口茶香?
9756	0	茶好。服务更好，大牌值得信任 贴心服务，爽心购物
9757	0	宝贝已收到，速度还是很快呢？还没试，等品尝了以后再追加评论。
9758	1	茶叶不错，快递出了点问题，客服一直跟进，挺不错的。下次还来买，也非常感谢贡羽的热情招待。
9759	0	帮同学买的、很满意
9760	0	龙井茶只买这家的，很正宗，老客户了，这次是送礼的，推荐给亲戚的。好评。
9761	0	茶叶浓香口感好，已经N次购买了，龙井就认准卢正浩，价格也很划算，包装也不错，送朋友，自己用都可以，5分。
9762	0	茶叶收到了，老顾客了，可以接受的，比较满意的！
9763	1	去年买过一盒还不赖，今年应该一样吧。
9764	0	买了，两包，送人的，包装还好，等喝过了再追评
9765	0	茶不错，是新茶，挺香的。
9766	0	收到货就拿去泡了，很香，，口感也很不错，品牌值得信赖，包装也很精细 很满意
9767	0	味道蛮好的！好喝！
9768	0	挺好的
9769	1	东西一般只能说，不值这个价，
9770	0	包装认真，茶叶闻起来有清香，刚才泡了一杯，有甘甜感，很喜欢。
9771	0	还是那个味道！
9772	0	一直买这款茶叶，店家还送了年历，在此谢谢啦
9773	1	茶叶发苦涩 味道很淡 只能泡一次东西一般
9774	0	送人好几个了，喜欢这款盒子的包装
9775	1	老爸已经在喝了，还不错，味道还可以，但是，不禁泡，两次左右就没有味道了，但是，龙井或许就这样。
9776	0	老客户了，不用多说了一如既往的好！
9777	0	很好
9778	1	就旅途了模棱两可啦啦啦
9779	0	很好，香味很足
9780	0	茶香，物流快
9781	1	还不错，香气浓度都够，就是茶叶碎了一点，不是全芽。这个价钱还可以。
9782	0	还没看，之前买过质量不错。2012年。
9783	0	物有所值
9784	0	茶叶很好，色、味、香、型齐全，这有老字号才有这样好的西湖龙井茶正宗。
9785	0	很好的茶，朋友介绍的喝这很好喝完还会来光顾。
9786	0	包装很不错，送人非常有面子，送的杯子也很好。
9787	0	还是曾经的味道，还是曾经的精致。 时隔多年，依旧忘不了龙井茶的香甜。
9788	1	茶叶收到了，还没开封喝。希望不会失望。
9789	0	买了很多次的老顾客了，茶一如既往的好。送的双层玻璃杯也很喜欢。
9790	0	很好很满意 先放冰箱了 过段时间喝 之前的口感很好 服务很好 我是晚间买的 没想到客服小卢还在 我马上要看球了 他还在工作
9791	1	茶叶还可以， 但是还是有梗。 是买一送一搞活动的时候买的 挺好的
9792	0	茶叶非常好，味道很正宗，清香舒服！
9793	0	还没喝，看起来还不错
9794	0	满意，支持卢正浩龙井茶
9795	0	春节的时候买过，老爸喝着不错，正好爸爸生日又来买，怕当天来不了，客服白林帮我发的加急件，而且还帮我申请了一个礼品，再次感谢，五分必须的
9796	0	东西不错
9797	1	打开茶叶包后我只想给差评！差评！差评！
9798	0	龙井很好是雨前的新茶口感特别好到货速度快很好的卖家希望大家以后都来卢正浩买我建议买两包一斤茶叶很好还赠送了小茶杯品茶用哈哈祝卖家生意兴隆阿弥陀佛
9799	0	多次购买，非常好的茶，味道纯正，价格优惠。
9800	0	这二天比较忙忘记了，我是比较爱喝茶的  打开包装就有一股清香味
9801	1	茶叶的味道很好，茶叶有点碎，不是叶片不是很完整。自己喝可以，送朋友不行。
9802	0	第二次买了，还是很好呢！
9803	1	茶叶与描述不符，网页图片上的底叶很完整，结果收到的茶叶碎叶太多，基本上没有完整的叶子，还有些茶叶杆，跟客服反映了也不回复。味道还过得去，懒得退了，这是我第一次给差评。
9804	1	还好，还是贵，希望多做优惠
9805	1	香味不足不值这个价钱
9806	0	我婆婆也买了好多。
9807	0	好评
9808	0	不是第一次买了，一个字，好
9809	0	满意 味道好
9810	0	先赞物流一个好；超快，茶叶包装精美冲泡以后：茶汤回甘不错、茶叶形状不错、性价比不错；掌柜的以后就你家 好
9811	1	味道淡淡的，可能是我不习惯吧。习惯好评
9812	0	味醇香，汤清冽，好喝，包装用心，看着都舒服。
9813	0	茶叶感觉一直不错，老顾客了，有赠品丝巾、杯子。惊喜！
9814	0	口粮茶而已。
9815	1	口感还可以，但不经泡，叶子有点碎，卖相稍差，这个价格也值了
9816	0	买过几次的店了，不错。
9817	0	很满意，服务态度超棒
9818	1	味道好想，是新茶，但是里面好多碎茶，不过已经很好了！希望以后多多搞活动。图片不是很清楚，仅供参考。。。品茶去喽。。。
9819	0	口感不错，跟老丈人买的，他品着说不错。以后常光顾。
9820	0	很好喝啊，赞赏，下次再来啊。
9821	0	宝贝收到，质量很好，赞
9822	1	茶叶味道很好,价格有些小贵,发货包装没问题,基本满意
9823	0	茶叶味道很香.
9824	0	店家的东西已经收到了，好像比是商场里买的好了。
9825	0	一直在它家购买的，口感很可以。
9826	0	茶不错！值得购买！老板很诚心，下次还来买！
9827	0	好 好
9828	1	一直以来的选择，又得了一个白玉杯，正好送老妈。用着挺不错的！
9829	0	这次又拍了不少，还是一如既往地好，很喜欢，不过好茶还得配好水，卖家送了礼物
9830	0	E包的喝一杯，倒入开水后闻到一股清香味，喝入口中感觉还是淡了一点。总体还行吧。作为口粮茶还是可以的。
9831	0	发货速度超快
9832	0	每年都会买的，迫不及待品尝一下，?
9833	1	好评，喝过了再来评价
9834	0	第一次购买，客服人很好。茶叶收到后就沏了一杯，味道不错，就价格来说性价比很高。送的赠品也很棒，会再次购买！好评！
9835	0	不错，口感还可以
9836	0	很香，包装很好
9837	0	老顾客了还是那么棒 龙井没说的 客服红袍服务态度太好了 点赞
9838	0	这是第二回了挺实惠的
9839	0	好喝
9840	0	物流快，包装好，好评！
9841	0	宝贝很不错，茶水清淡，是新鲜的茶，味道很如口味的，特喜欢这个味 卖家态度很好，很热情的，物流速度相当很快，好评
9842	0	是正品物美价廉，很好喝，茶叶很整不碎，味道很好，入口回味无穷，喝卖家描述符合，服务态度很好，下次还会光顾 赞.....
9843	0	第二次买他们家茶叶了，品质还不错的，物流也很快！
9844	0	闻着清香，茶质干净，泡泡效果好，我开始喝了
9845	0	好茶，多次购买了 客服 小茶人小卢 的服务也很好，热情周到的服务，让我十分的满意，让感受到了温暖，我会再来的
9846	0	第二回买了，确实比较鲜嫩，甘甜，味道十分清香。
9847	0	好喝，不错
9848	0	老爷子很喜欢
9849	0	还没喝，但买过好多次了，相信一定好喝
9850	0	好茶。小虎服务非常好。
9851	0	好茶，很好喝，家里人很喜欢
9852	0	茶喝着还不错
9853	1	有点碎，一分钱一分货！
9854	1	很香，老公很喜欢！就是杯子很小！
9855	0	很不错，口感不错，包装很好买了几包，送了些给朋友，很划算
9856	0	一如既往好！
9857	0	非常不错非常满意特别喜欢。
9858	0	比想象中好。
9859	0	茶叶非常好，是新茶，汤色也漂亮，口感好，非常满意，给个赞哦
9860	0	其他都蛮不错的，就是不知道这是什么有点膈应
9861	0	一如既往！必须用好点的水！
9862	0	口粮茶，自己喝不错，好评！
9863	0	俺爹说比张一元的好喝
9864	0	味道一般
9865	0	老爸说还可以。
9866	0	新茶味道不错
9867	0	挺好的，很喜欢。。感觉不错
9868	0	品过之后才来评价的，真心不错，味道特别好！
9869	0	非常好，快递方面发的顺丰，无论是服务还是速度都很好，茶叶一直再喝，之前龙井也喝这家的，商家发货慢了两天差点没收到。
9870	1	包装比较精美，茶也不错，不过就是双十一活动，快递确实太忙了，这个件到了本地后，居然派件派了三天，而且还是大晚上11点给送的。我的天，多亏老公在家，不然我都不敢开门。卖家还是换个快递吧
9871	0	东西不错！老客户了。 好
9872	0	非常不错！本人很喜欢！下次还可以再次购买！价格便宜！
9873	0	老客户，全5分！
9874	0	东西比上次买的像样点
9875	0	一如既往的好，售后很负责，创品牌难，维护更难！难得在淘宝上买到好东西。。。赞一个！！
9876	1	色相虽然不怎么样，但是味道不错，确实是新茶，茶香色淡，符合我的口味，夏天喝喝确实不错，价位也很低，符合我们这些工薪阶层消费品，点赞。唯一不满意就是物流，本来我查星期天上午就到货了，等了一天也没有送来，星期一上午10点多才送到，等的好焦急呀！！！
9877	0	卢正浩西湖龙井，传统包装。多次购买。信得过产品。好评。赠品带&ldquo;卢正浩&rdquo;款瓷盖杯，样式好。送人不错。 服务一贯良好、可信。放心购买。
9878	0	一直买卢正浩茶叶,非常好
9879	0	喝着不错 好评
9880	0	店家热心，服务非常好，产品也很好
9881	0	东西不错，买了很多次了。
9882	0	挺好
9883	0	作为三级来说碎末并不多，冲泡开来清香浓郁，喝过满口留香，香气赞！茶汤是黄绿色，口感较淡，性价比高。
9884	1	一般 由俭入奢易，由奢回俭难啊！
9885	0	喝了还可以吧，价格有点小贵,第一次买
9886	1	送给老公的，他喜欢，就是说的赠品都没有。不过茶叶很不错
9887	0	多次购买，好
9888	1	收了，第一次买这两种，试试，以前都买400多一斤的。
9889	0	很好
9890	0	非常不错，发货速度很快。
9891	0	不错，挺好喝的?
9892	0	不错，挺好，味道比较纯正，推荐大家购买
9893	0	店家的信誉很好，茶叶评级很标准，三级茶叶能泡出来这样的效果真的很满意 !  实惠 !
9894	0	多次购买，一如既往的好，希望一直保持
9895	0	N次购买了，茶叶一如既往的好，感谢老板的赠品，光线问题颜色没拍好
9896	0	发货及时，包装结实，因为下雪，快递耽误了几天，老客户了，好评
9897	0	不错，物有所值吧
9898	1	。这茶叶泡三遍就没味了，不咋滴。
9899	0	OK，对得起这个价格 还不错
9900	0	很好，第三次买了
9901	0	第2次来买了
9902	0	好
9903	1	挺好的，跑起来不错。。。 发货有点慢，，，
9904	0	不错，口味很好。
9905	0	满意，不错；
9906	1	茶叶刚收到，还没有喝，后期追评吧
9907	0	第二次购买了
9908	0	茶很好   全五星啊
9909	1	不怎么样 以后去实体店
9910	0	一如既往的好！
9911	0	挺好
9912	1	收到了，不好喝
9913	0	口感不错，包装很到位，物流速度态度都很好，值得信懒的店家
9914	0	很好 很好
9915	0	非常非常非常喜欢
9916	0	非常香，多次购买了
9917	0	喝了几年卢正浩的茶。以后还会喝下去~~
9918	0	味道确实好，虽然不是新茶，但是味道还是不错的。等新茶下来之后再来买试试！ 服务很好，发货迅速。
9919	0	还不错，第二次购买。
9920	0	还没有喝，应觉得不错，包装很好。
9921	0	很好
9922	0	茶叶不错，包装很典雅
9923	0	买给老爸喝的，老爸说还不错。
9924	0	味道不错，满意。
9925	0	小茶人，贡羽服务态度很好。
9926	0	物流，样式不错，味道还没尝
9927	0	喜欢！
9928	0	喝着还行，品相和味道都和2016新茶上市 卢正浩茶叶百年老茶树明前特级西湖龙井茶春茶绿茶一样，不知道是这个茶买赚了，还是那个茶买亏了，不知道店家是怎么分的级
9929	0	茶叶以收到，第二次购买味道不错，老板也很好，以后会继续购买。
9930	0	第一次购茶，比预想的好的好很多，口感色泽品相都不错，还送了个水杯，真心值得推荐，好评！
9931	0	满意，大品牌还是靠的住。老茶客了，这个价格的龙井，还是非常合适的。
9932	0	蛮好 蛮好
9933	0	很不错，在聚划算购买的，是今年的新茶，爸爸很喜欢。
9934	0	给朋友买的，还可以，挺好的
9935	0	买了很多次了....一如既往的好...
9936	0	好评5颗星
9937	0	很不错的茶叶~物流发货也炒鸡快，非常满意，五星好评
9938	0	应该不错吧！
9939	1	喝了三天了，口感很一般
9940	1	还可以吧，根子比较多
9941	1	这个牌子茶叶买几次了，基本上都与描述不符合。
9942	0	很不错。
9943	0	不错的正宗西湖龙井。
9944	0	泡出来不会像图片那样好看,但总体还是不错的,也就值这个价.
9945	0	茶叶不错，味道甘甜，气味清香，是正宗的龙井茶！价格也不贵，很满意！ 远溪客服大半夜还回复我，真是感动到流泪！
9946	0	还不错哦，希望以后越来越好 。。
9947	0	茶叶不错，看了评论，果然没有令我失望，是我擅自做主给老公买的，老公开始还不愿意，说有龙井，想喝碧螺春，等茶叶回来了就说这个茶叶还不错，默默的喝呢，哈哈。茶叶干干的，这样分量更足吧，茶叶淡淡的清香，很喜欢。 自助购物
9948	0	还未品尝，习惯好评 服务很周到，满意
9949	0	不错哦，确实不错！等于五折。还送了一袋袋泡茶。感觉商家挺在意顾客。人情味浓浓的！好评！
9950	0	不错 挺好喝的 赠品也不错
9951	0	口感好 很实惠
9952	1	口感比较清淡，但还算耐泡。
9953	0	口感还可以吧，对不起这个价格。
9954	0	有的同事说好有的同事说不好我觉得还可以
9955	0	龙井茶 好茶呀！ 双十一买的 超值
9956	0	好
9957	0	茶叶泡开后叶子多，少见芽子，口感与茶汤不错，物不超值，有所值。
9958	1	茶叶一般，不晋泡。
9959	0	非常好，物美价廉
9960	0	味道正
9961	1	茶叶一般，价格太贵，不值的买，服务差劲。
9962	0	第二次购买，很好
9963	0	味道很不错，物有所值的。
9964	0	宝贝收到了，和描述相符，几十元的茶也就这个味。
9965	1	还没有喝，看着很好。以后多搞点优惠活动
9966	0	包装很好，东西不错，客服很棒，总之很满意。一下子买了好多盒，以后喝过再追评
9967	0	一如既往支持，雨前龙井确实不错。
9968	1	还行吧，不过毕竟是去年的了，还是相对差些
9969	0	挺不错的，茶叶，叶子都比较完整，没有碎
9970	0	货真价实，值得购买！
9971	0	还是不错的！ 比去年的好些。绿绿的，香味浓些！ 发货也快
9972	0	细说一下贵店的茶吧，几年前在佑圣观路的实体店买你们家的茶，近二年一般都是天猫店买了，从100～3000一斤的都品尝过了，算来网购的更优惠些，口味各有特点，但便宜的不一定不好，总结一下适合自己口味的才是最好！
9973	1	有点碎。
9974	0	老顾客了
9975	0	已買了7鑵了 性價比高
9976	0	还没试，物流发货很快！
9977	0	好
9978	0	茶叶物超所值，特别是送的老树茶，口感很好
9979	0	卖家发货很快，包装不错，跟卖家介绍的一样
9980	0	味道不错
9981	0	跟描述的一样，包装很好，喝过了，家人都喜欢。会关注店家的。
9982	1	一般吧，没有预期的好
9983	0	一如既往的好，双十一货可能比较多，收到的其他卖家的东西包装都很简陋，有的甚至是直接在商品外包装上面贴个快递单就寄过来了，不说盒子，连个袋子都不装，可是卢正浩的一点没有马虎，和平时寄包裹一样的包装，很好，茶叶更是好的没得说，好评
9984	0	喜欢，下次还来
9985	0	茶叶较碎
9986	0	还行，因人而宜
9987	1	其实我觉得也就值这个价钱 茶汤颜色还可以 味道也还行 豆香味还是可以 最多能三泡 回甘较差 一看泡出来的卖相真不怎么样 一级品居然能泡出3厘米以上的叶子 一旗一枪 两旗一枪 散乱单叶 茶叶根比较多 最多的能有2厘米 不是老根还比较嫩 一看就是采茶真不行 感觉挺杂乱的 按标准真没一级水准 封口器没给
9988	0	还没喝呢，应该不错吧，相信这个品牌！先给个好评吧！
9989	0	已经是老客户啦，茶叶好，包装好，服务好，满意。
9990	0	活动很合适 一如既往的好 物流快
9991	0	一直在这买茶叶，自己喝的，还不错
9992	0	满好的已经不是第一次来了茶叶满不错的
9993	0	包装很好，还送了盒去年产的正山小种
9994	0	东西和上次买的一样好 可惜现在没有春节前的茶杯赠品了，本来想凑成一对的小茶杯。
9995	0	u 错
9996	0	是正品，爸爸喜欢
9997	0	买来送人的，信任卢正浩品牌
9998	0	茶不错，旗灵也不错，以后都给点优惠啊。5分
9999	0	未品尝，卢正浩的品牌不容置疑！
10000	0	聚划算买的，性价比很高
10001	1	不咋地
10002	0	包装不错，物有所值，茶人贡羽服务周到，谢谢！
10003	0	好评，挺新鲜的，好评。
10004	0	泡了一杯，有清香，味淡了点，最多两泡
10005	0	味道真心不错，喝完再试试贵点的
10006	0	已经是老顾客了，包装很好，谢谢赠送的礼品
10007	0	很好，价廉物美，值得购买。
10008	0	茶叶味道不错
10009	0	送给朋友的 朋友非常的喜欢 口感非常的好 价格也很实惠 气味也很香的
10010	1	杯也没送
10011	0	第二次购买了，差很好，包装讲究，口感好，相信卢正号。
10012	0	嗯，茶叶的味道清香，信价比高，还会再来的。
10013	0	不错哦 拿到了
10014	0	不错
10015	0	正品没错！
10016	0	茶叶很香，一如既往的好。 服务非常热情
10017	0	茶叶很不错，叶片柔嫩，老爸很喜欢。
10018	0	颜色淡黄清亮，叶片比较完整没有碎叶，茶味比较浓郁的
10019	0	绿茶就在这家买 ，老顾客了，很放心。本次物美价廉，应该很好。谢谢。用后再评。
10020	0	一直在这里买，活动价经济实惠，口感也不错，好评
10021	1	喝了感觉 比饭店里免费茶水稍好的样子
10022	0	不错，送人的，礼盒装很好，茶就不说了，必须赞。
10023	1	东西已经到了还没尝过 尝过再追加评论
10024	0	不错
10025	0	包装非常的好，很喜欢，茶叶质量不错！
10026	0	口粮茶还好 谢谢赠送试尝的
10027	0	好评
10028	0	茶喝了，实话一般！3星 4星
10029	0	实物和图片相符 品质可以 热情
10030	0	茶已收到，感觉还可以。习惯给个好评。
10031	0	多年的老客户了，客服红袍非常热情，认真负责
10032	0	送给爸爸的，听说还可以！
10033	0	买一送一，超实惠。
10034	1	泡不出茶味，抓了一把才泡一杯茶
10035	0	还可以吧，毕竟好龙井不是这个价。平时喝茶量比较大的，贵了喝不起！茶叶比较齐整，过于追求品相就不要买了，个人感脚比较经济实惠，适合自己喝
10036	1	挺好的 包装稍微有点挤压
10037	0	规规矩矩的说。的确很不错
10038	0	非常好非常非常好非常好
10039	0	茶香浓郁 物美价廉 一如既往的好
10040	0	很好，满意，期待春茶上市，还会再来的，全部都是五分！好评是必须的呀！
10041	0	老顾客了，茶叶还是一如既往的好
10042	0	还是一如既往地好！已经是第三次买了！口感清新。商家做的很满意
10043	0	很不错的茶叶质量很好，很好喝很喜欢的茶叶，而且卖家很细心包装非常好 卖家服务很好，很满意
10044	0	好评
10045	0	第一次和龙井，以前一直和铁观音，发现龙井，刚入口的时候，有一股烤鸡的味道，之后，在变淡，茶不错哦
10046	1	口感不错，但不全是新茶好象！
10047	1	宝贝不错，发货速度快，日期新鲜，口感很好，以后就认准这个牌子了，就是为啥我没有那个杯子啊
10048	1	还没喝 还好吧
10049	0	五星好评 茶叶不错
10050	1	茶叶喝着不错，口感还好就是有点碎。这个价位也不错了。给五分
10051	0	很喜欢，地道的茶叶，以后喝完再买。
10052	0	不错，这个价位很超值。以后还来买。
10053	0	宝贝不错 好
10054	1	水平有限，暂时不好品评~ 不错的卖家：）
10055	1	还送了杯子，挺好的，就是这次的茶没有上次那么好喝。
10056	0	宝贝收到买了好几次了很好店家服务很好
10057	0	新茶香味足。
10058	0	好评，同事喝了都说好。
10059	0	包装很好，还没喝，好评
10060	0	东西很好，忘记开发票，老板二话没说直接开好邮寄过来
10061	0	已经买了好几次了，非常好。
10062	0	不错
10063	0	好像我是前一百名的，还送了一只紫砂杯，茶叶看上去还不错。第一次在网上买茶叶。
10064	0	茶还没喝。送的东西就已经值了。
10065	0	东西收到了，还没有品尝，看的很不错！
10066	0	今年第二次在他家买了，这次参加聚划算，价格实惠。遗憾的是，紫砂杯送的太少，手慢，没抢到。 服务和物流尚可。
10067	0	好喝！
10068	1	还没喝，应该不会太差，喝了再补评
10069	0	还没喝，备着，这个茶日期早，和明前茶差不多，哈哈
10070	0	不错茶.客服白琳很好??
10071	0	味道很不错
10072	1	口感比较适中，香味略有不足，梗有点多。聚划算买的倒也值了。发货是相当的快呀。
10073	1	我爸喜欢喝绿茶，还没有时间试下味道，先评价下，后续在追加评论
10074	1	之前买的E包龙井，味道很不错。前两天看到这款茶叶搞活动，就毫不犹豫买了。今天泡上一杯品尝一下，确实是香，尤其是后味回味无穷，真可以说是唇齿留香。杯子不配这个茶叶，请见谅。  现在这个价位，而且是买一送一，确实划算。  以后龙井就是这家的店的了，不会再选别家的了。  希望能够机会去你们的茶场看看。  建议增加一些茶叶周边的产品，比如茶勺之类的产品，这么好的茶叶不忍心用手拿啊~~~~~ 旗灵服务没的说，问了许多问题，都能热心解答。而且能主动告知该茶的特点以及和其他茶叶不同点，确实是很愉快的一次购物。
10075	1	看起来不怎么样
10076	0	不错第二次买了
10077	1	感觉被坑了，扫码显示二级，你却标一级，对不起一百多的价格吧，才买过就降价到69。。
10078	0	茶叶不错 提神 上午喝的点 中午没睡着觉 棒??
10079	0	好评！味道不错！但是比上次买的特级味道差点。下次特级做广告再买点！
10080	0	买了多次了，这次又买了几包送人，因为要得急店家给了顺丰包邮到家。谢谢老板了
10081	0	味道不错
10082	0	老茶树味道更纯厚，值得拥有！
10083	0	很好，值得一买
10084	0	好喝，不错。
10085	0	第二次购买了，味道还行吧！
10086	0	还行吧 很好
10087	0	还不错。挺喜欢的。
10088	1	这次还没喝，以前喝过不错。全5分了
10089	0	茶很实惠，平时单位喝喝不错，物流很快。
10090	1	香味比较淡。
10091	0	不错！送的茶具很漂亮
10092	0	茶叶一如既往的好～店家还送了礼品！很好
10093	1	赠品很不错，但是个人觉得店家最好把壶盖用红绳系在壶上，保护好壶盖，细节很重要，希望店家采纳。
10094	0	味道不错，喜欢喝龙井，干净、淡雅，像一个很精致的女人！
10095	0	喝了他家茶大概6年多，都习惯了这口味，戒不掉了啊
10096	0	看着一般！还没喝！价格便宜，还行吧！
10097	0	很好。已是第二购购买了。
10098	0	还真有杯子送，虽然一般，但还是让人欣喜的
10099	1	给老爸买的 不知道咋样
10100	0	宝贝很快就收到了，给老爸泡了一杯尝个鲜，味道很好，一股清香味 买家态度很好，服务周到，无聊速度很快，好评
10101	0	还好
